[2025-03-11 15:01:44.576160] [171420] [debug] init_provider started
[2025-03-11 15:01:44.576477] [171420] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:01:44.576496] [171420] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:01:44.576510] [171420] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:01:44.576556] [171420] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:01:44.576590] [171420] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:01:44.576624] [171420] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:01:44.576659] [171420] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:01:44.576692] [171420] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:01:44.576725] [171420] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:01:44.576738] [171420] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:01:44.576756] [171420] [info] btf_num_candidates config value: 3
[2025-03-11 15:01:44.576804] [171420] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:01:44.576919] [171420] [info] cron monitor: initialized
[2025-03-11 15:01:44.576953] [171420] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:02:10.300572] [171420] [debug] Excluding PID 171502
[2025-03-11 15:02:11.301228] [171420] [info] eBPF test for 'chroot_kern.o', 'ebpf_chroot' pass successfully
[2025-03-11 15:02:11.301283] [171420] [debug] Initializing event ebpf_chroot
[2025-03-11 15:02:11.301287] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_chroot' type
[2025-03-11 15:02:11.301314] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_chroot
[2025-03-11 15:02:11.320386] [171420] [debug] Creating kprobe for 'security_path_chroot', using dynamic_pmu approach
[2025-03-11 15:02:11.320390] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_chroot'
[2025-03-11 15:02:11.320918] [171420] [debug] adding sample handler for 50041
[2025-03-11 15:02:11.320931] [171420] [info] open_event_hooks: ebpf_chroot: 1 hooks
[2025-03-11 15:02:11.324865] [171420] [debug] eBPF program fd 350 attached to perf fd 351
[2025-03-11 15:02:11.324873] [171420] [trace] Adding event of type 50041
[2025-03-11 15:02:11.324883] [171420] [trace] Added event fd 351 to main fd 20 (CPU 0)
[2025-03-11 15:02:11.324900] [171420] [info] open_event_hooks: ebpf_chroot: 1 hooks
[2025-03-11 15:02:11.324903] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50041_security_path_chroot_enter', creating a dummy fd
[2025-03-11 15:02:11.324904] [171420] [trace] Adding event of type 50041
[2025-03-11 15:02:11.324927] [171420] [debug] Initializing event finit_module
[2025-03-11 15:02:11.324932] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:11.325019] [171420] [debug] available_versions: core
[2025-03-11 15:02:11.325023] [171420] [debug] init_ebpf_object: checking version 'core' for 'finit_module' eBPF
[2025-03-11 15:02:11.366680] [171420] [debug] hook_ebpf: section name: tracepoint/syscalls/sys_enter_finit_module, tracefs hook name: sys_enter_finit_module, ebpf_type: 50045, skip: false, event buffer type: perf
[2025-03-11 15:02:11.366749] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/finit_module_kern.o, name: finit_module_ke, programs (1), maps (6). eBPF programs: [name: sys_enter_finit_module_prog, section name: tracepoint/syscalls/sys_enter_finit_module, insns: 2022, prog_type: tracepoint, fd: 357], eBPF maps: [name: tmp_storage_map, fd: 353, type: per_cpu, max_entries: 1, key_size: 4, value_size: 6216] [name: events_map, fd: 354, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: build_abs_path_args_map, fd: 355, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 356, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 358, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 359, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:11.366757] [171420] [info] Skipping eBPF test for 'finit_module_kern.o', 'ebpf_finit_module'
[2025-03-11 15:02:11.366770] [171420] [debug] Initializing event ebpf_finit_module
[2025-03-11 15:02:11.366790] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_finit_module' type
[2025-03-11 15:02:11.366793] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_finit_module
[2025-03-11 15:02:11.366912] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_finit_module'
[2025-03-11 15:02:11.366930] [171420] [debug] adding sample handler for 50045
[2025-03-11 15:02:11.366939] [171420] [info] open_event_hooks: ebpf_finit_module: 1 hooks
[2025-03-11 15:02:11.367150] [171420] [trace] raw id string: 357
[2025-03-11 15:02:11.367346] [171420] [debug] eBPF program fd 357 attached to perf fd 360
[2025-03-11 15:02:11.367351] [171420] [trace] Adding event of type 50045
[2025-03-11 15:02:11.367356] [171420] [trace] Added event fd 360 to main fd 20 (CPU 0)
[2025-03-11 15:02:11.367370] [171420] [info] open_event_hooks: ebpf_finit_module: 1 hooks
[2025-03-11 15:02:11.367377] [171420] [debug] hook_ebpf: handling cpu id 1 for 'sys_enter_finit_module', creating a dummy fd
[2025-03-11 15:02:11.367379] [171420] [trace] Adding event of type 50045
[2025-03-11 15:02:11.367392] [171420] [debug] Initializing event bash_set_signal
[2025-03-11 15:02:11.367399] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:11.367471] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:11.367475] [171420] [debug] init_ebpf_object: checking version 'core' for 'uprobe_bash_set_signal' eBPF
[2025-03-11 15:02:11.380787] [171420] [debug] hook_ebpf: section name: uprobe//bin/bash:set_signal, tracefs hook name: s1_50047__set_signal_123_enter, ebpf_type: 50047, skip: false, event buffer type: perf
[2025-03-11 15:02:11.380983] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/bash_set_signal_kern.o, name: bash_set_signal, programs (1), maps (4). eBPF programs: [name: bpf_prog, section name: uprobe//bin/bash:set_signal, insns: 64, prog_type: kprobe, fd: 364], eBPF maps: [name: tmp_storage_map, fd: 362, type: per_cpu, max_entries: 1, key_size: 4, value_size: 2056] [name: events_map, fd: 363, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 365, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 366, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:11.380995] [171420] [debug] Run eBPF test for 'bash_set_signal_kern.o', 'ebpf_uprobe_bash_set_signal', test params: /opt/sentinelone/ebpfs/test_ebpf bash_set_signal --object=/opt/sentinelone/ebpfs/core/bash_set_signal_kern.o --missing-caps
[2025-03-11 15:02:11.382621] [171420] [debug] run_ebpf_test: pid 171505
[2025-03-11 15:02:11.382649] [171420] [debug] Excluding PID 171505
[2025-03-11 15:02:12.383876] [171420] [info] eBPF test for 'bash_set_signal_kern.o', 'ebpf_uprobe_bash_set_signal' pass successfully
[2025-03-11 15:02:12.383917] [171420] [debug] Initializing event ebpf_uprobe_bash_set_signal
[2025-03-11 15:02:12.383923] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_set_signal' type
[2025-03-11 15:02:12.383928] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_set_signal
[2025-03-11 15:02:12.383952] [171420] [debug] Setting ebpf probe for s1_50047__set_signal_123_enter - /usr/bin/bash:536240
[2025-03-11 15:02:12.383979] [171420] [debug] Creating uprobe for '/usr/bin/bash:536240', using dynamic_pmu approach
[2025-03-11 15:02:12.383982] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_uprobe_bash_set_signal'
[2025-03-11 15:02:12.384048] [171420] [debug] adding sample handler for 50047
[2025-03-11 15:02:12.384111] [171420] [info] open_event_hooks: ebpf_uprobe_bash_set_signal: 1 hooks
[2025-03-11 15:02:12.390744] [171420] [debug] eBPF program fd 364 attached to perf fd 367
[2025-03-11 15:02:12.390753] [171420] [trace] Adding event of type 50047
[2025-03-11 15:02:12.390759] [171420] [trace] Added event fd 367 to main fd 20 (CPU 0)
[2025-03-11 15:02:12.390807] [171420] [info] open_event_hooks: ebpf_uprobe_bash_set_signal: 1 hooks
[2025-03-11 15:02:12.390812] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50047__set_signal_123_enter', creating a dummy fd
[2025-03-11 15:02:12.390813] [171420] [trace] Adding event of type 50047
[2025-03-11 15:02:12.390852] [171420] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_set_signal
[2025-03-11 15:02:12.390858] [171420] [debug] Initializing event socket_filter_attachment
[2025-03-11 15:02:12.390877] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:12.390955] [171420] [debug] available_versions: core
[2025-03-11 15:02:12.390959] [171420] [debug] init_ebpf_object: checking version 'core' for 'socket_filter_attachment' eBPF
[2025-03-11 15:02:12.421558] [171420] [debug] hook_ebpf: section name: kprobe/sk_attach_filter, tracefs hook name: s1_50049_sk_attach_filter_enter, ebpf_type: 50049, skip: false, event buffer type: perf
[2025-03-11 15:02:12.421676] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/socket_filter_attachment_kern.o, name: socket_filter_a, programs (1), maps (4). eBPF programs: [name: sk_cbpf_attachment_prog, section name: kprobe/sk_attach_filter, insns: 73, prog_type: kprobe, fd: 371], eBPF maps: [name: tmp_sample_storage, fd: 369, type: per_cpu, max_entries: 1, key_size: 4, value_size: 2056] [name: events_map, fd: 370, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 372, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 373, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:12.421690] [171420] [debug] Run eBPF test for 'socket_filter_attachment_kern.o', 'ebpf_socket_filter_attachment', test params: /opt/sentinelone/ebpfs/test_ebpf socket_filter_attachment --object=/opt/sentinelone/ebpfs/core/socket_filter_attachment_kern.o --missing-caps
[2025-03-11 15:02:12.422914] [171420] [debug] run_ebpf_test: pid 171509
[2025-03-11 15:02:12.423084] [171420] [debug] Excluding PID 171509
[2025-03-11 15:02:13.424008] [171420] [info] eBPF test for 'socket_filter_attachment_kern.o', 'ebpf_socket_filter_attachment' pass successfully
[2025-03-11 15:02:13.424063] [171420] [debug] Initializing event ebpf_socket_filter_attachment
[2025-03-11 15:02:13.424069] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_socket_filter_attachment' type
[2025-03-11 15:02:13.424076] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_socket_filter_attachment
[2025-03-11 15:02:13.448389] [171420] [debug] Creating kprobe for 'sk_attach_filter', using dynamic_pmu approach
[2025-03-11 15:02:13.448393] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_socket_filter_attachment'
[2025-03-11 15:02:13.448411] [171420] [debug] adding sample handler for 50049
[2025-03-11 15:02:13.448420] [171420] [info] open_event_hooks: ebpf_socket_filter_attachment: 1 hooks
[2025-03-11 15:02:13.452114] [171420] [debug] eBPF program fd 371 attached to perf fd 374
[2025-03-11 15:02:13.452124] [171420] [trace] Adding event of type 50049
[2025-03-11 15:02:13.452129] [171420] [trace] Added event fd 374 to main fd 20 (CPU 0)
[2025-03-11 15:02:13.452142] [171420] [info] open_event_hooks: ebpf_socket_filter_attachment: 1 hooks
[2025-03-11 15:02:13.452145] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50049_sk_attach_filter_enter', creating a dummy fd
[2025-03-11 15:02:13.452148] [171420] [trace] Adding event of type 50049
[2025-03-11 15:02:13.452173] [171420] [debug] Initializing event system_call_hook
[2025-03-11 15:02:13.452178] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:13.819097] [171420] [info] kallsyms_address_of: 'sys_call_table' matched 'ffffffffa78016a0 D sys_call_table' entry
[2025-03-11 15:02:13.819219] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:13.819224] [171420] [debug] init_ebpf_object: checking version 'core' for 'system_call_hook' eBPF
[2025-03-11 15:02:13.820303] [171420] [debug] hook_ebpf: section name: tracepoint/module/module_load, tracefs hook name: module_load, ebpf_type: 50048, skip: false, event buffer type: perf
[2025-03-11 15:02:13.820319] [171420] [debug] hook_ebpf: section name: tracepoint/initcall/initcall_finish, tracefs hook name: initcall_finish, ebpf_type: 50048, skip: false, event buffer type: perf
[2025-03-11 15:02:13.820351] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/syscall_hook_kern.o, name: syscall_hook_ke, programs (2), maps (6). eBPF programs: [name: module_load_tp_prog, section name: tracepoint/module/module_load, insns: 89, prog_type: tracepoint, fd: 380] [name: initcall_finish_prog, section name: tracepoint/initcall/initcall_finish, insns: 123, prog_type: tracepoint, fd: 383], eBPF maps: [name: model_name_map, fd: 376, type: per_cpu, max_entries: 1, key_size: 4, value_size: 72] [name: tmp_storage_map, fd: 377, type: per_cpu, max_entries: 1, key_size: 4, value_size: 68] [name: syscall_offset_map, fd: 378, type: hash, max_entries: 2, key_size: 4, value_size: 8] [name: events_map, fd: 379, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 381, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 382, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:02:13.820360] [171420] [info] Skipping eBPF test for 'syscall_hook_kern.o', 'ebpf_system_call_hook'
[2025-03-11 15:02:13.820369] [171420] [info] setting custom map: syscall_offset_map
[2025-03-11 15:02:13.820380] [171420] [debug] Initializing event ebpf_system_call_hook
[2025-03-11 15:02:13.820382] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_system_call_hook' type
[2025-03-11 15:02:13.820384] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_system_call_hook
[2025-03-11 15:02:13.820394] [171420] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_system_call_hook'
[2025-03-11 15:02:13.820402] [171420] [debug] adding sample handler for 50048
[2025-03-11 15:02:13.820404] [171420] [debug] sample handler for 50048 is already exist with 1 handlers
[2025-03-11 15:02:13.820409] [171420] [info] open_event_hooks: ebpf_system_call_hook: 2 hooks
[2025-03-11 15:02:13.820426] [171420] [trace] raw id string: 20
[2025-03-11 15:02:13.820802] [171420] [debug] eBPF program fd 383 attached to perf fd 384
[2025-03-11 15:02:13.820832] [171420] [trace] raw id string: 366
[2025-03-11 15:02:13.821108] [171420] [debug] eBPF program fd 380 attached to perf fd 385
[2025-03-11 15:02:13.821159] [171420] [trace] Adding event of type 50048
[2025-03-11 15:02:13.821169] [171420] [trace] Added event fd 384 to main fd 20 (CPU 0)
[2025-03-11 15:02:13.821173] [171420] [trace] Adding event of type 50048
[2025-03-11 15:02:13.821178] [171420] [trace] Added event fd 385 to main fd 20 (CPU 0)
[2025-03-11 15:02:13.821190] [171420] [info] open_event_hooks: ebpf_system_call_hook: 2 hooks
[2025-03-11 15:02:13.821193] [171420] [debug] hook_ebpf: handling cpu id 1 for 'initcall_finish', creating a dummy fd
[2025-03-11 15:02:13.821195] [171420] [debug] hook_ebpf: handling cpu id 1 for 'module_load', creating a dummy fd
[2025-03-11 15:02:13.821201] [171420] [trace] Adding event of type 50048
[2025-03-11 15:02:13.821203] [171420] [trace] Adding event of type 50048
[2025-03-11 15:02:13.821217] [171420] [debug] Initializing event agent_kill_attempt
[2025-03-11 15:02:13.821228] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:13.821335] [171420] [debug] available_versions: core
[2025-03-11 15:02:13.821339] [171420] [debug] init_ebpf_object: checking version 'core' for 'agent_kill_attempt_lsm' eBPF
[2025-03-11 15:02:13.874423] [171420] [debug] hook_ebpf: section name: lsm/task_kill, tracefs hook name: task_kill, ebpf_type: 50046, skip: false, event buffer type: bpf_ringbuf
[2025-03-11 15:02:13.874486] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/agent_kill_attempt_lsm_kern.o, name: agent_kill_atte, programs (1), maps (5). eBPF programs: [name: task_kill_prog, section name: lsm/task_kill, insns: 219, prog_type: lsm, fd: 392], eBPF maps: [name: s1_pex, fd: 388, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 389, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: agent_pids, fd: 387, type: lru_hash, max_entries: 64, key_size: 4, value_size: 1] [name: allowed_exes, fd: 390, type: lru_hash, max_entries: 64, key_size: 8, value_size: 1] [name: s1_erb, fd: 391, type: ringbuf, max_entries: 16384, key_size: 0, value_size: 0], eBPF links:
[2025-03-11 15:02:13.874517] [171420] [debug] Run eBPF test for 'agent_kill_attempt_lsm_kern.o', 'ebpf_agent_kill_attempt', test params: /opt/sentinelone/ebpfs/test_ebpf agent_kill_attempt --object=/opt/sentinelone/ebpfs/core/agent_kill_attempt_lsm_kern.o --missing-caps
[2025-03-11 15:02:13.876331] [171420] [debug] run_ebpf_test: pid 171511
[2025-03-11 15:02:13.876367] [171420] [debug] Excluding PID 171511
[2025-03-11 15:02:14.877054] [171420] [info] eBPF test for 'agent_kill_attempt_lsm_kern.o', 'ebpf_agent_kill_attempt' pass successfully
[2025-03-11 15:02:14.877165] [171420] [debug] Initializing event ebpf_agent_kill_attempt
[2025-03-11 15:02:14.877168] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_agent_kill_attempt' type
[2025-03-11 15:02:14.877170] [171420] [debug] Trying to create BPF events ringbuf map sized 16384
[2025-03-11 15:02:14.877213] [171420] [info] Using BPF events ringbuf map sized 16384
[2025-03-11 15:02:14.877216] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_agent_kill_attempt
[2025-03-11 15:02:14.877221] [171420] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_agent_kill_attempt'
[2025-03-11 15:02:14.877271] [171420] [debug] adding sample handler for 50046
[2025-03-11 15:02:14.877277] [171420] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:02:14.877281] [171420] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:02:14.877283] [171420] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:02:14.879050] [171420] [trace] Adding event of type 50046
[2025-03-11 15:02:14.879171] [171420] [info] Added /opt/sentinelone/bin/sentinelone-agent to executables allowed to kill agent processes
[2025-03-11 15:02:14.879178] [171420] [info] Added /opt/sentinelone/bin/sentinelctl to executables allowed to kill agent processes
[2025-03-11 15:02:14.879187] [171420] [info] Added /opt/sentinelone/bin/sentinelone-watchdog to executables allowed to kill agent processes
[2025-03-11 15:02:14.879246] [171420] [debug] Registering file read event
[2025-03-11 15:02:14.879334] [171420] [debug] Initializing event file_read
[2025-03-11 15:02:14.879338] [171420] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:02:14.879501] [171420] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:02:14.879510] [171420] [debug] init_ebpf_object: checking version 'core' for 'file_read' eBPF
[2025-03-11 15:02:14.925304] [171420] [debug] hook_ebpf: section name: kprobe/security_file_open, tracefs hook name: s1_50012_security_file_open_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:02:14.928735] [171420] [debug] hook_ebpf: section name: kprobe/security_file_permission, tracefs hook name: s1_50012_security_file_permission_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:02:14.931028] [171420] [debug] hook_ebpf: section name: kprobe/security_mmap_file, tracefs hook name: s1_50012_security_mmap_file_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:02:14.931076] [171420] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_read_kern.o, name: file_read_kern, programs (3), maps (8). eBPF programs: [name: security_file_open_prog, section name: kprobe/security_file_open, insns: 97, prog_type: kprobe, fd: 404] [name: file_permission_prog, section name: kprobe/security_file_permission, insns: 1995, prog_type: kprobe, fd: 405] [name: mmap_file_prog, section name: kprobe/security_mmap_file, insns: 1996, prog_type: kprobe, fd: 406], eBPF maps: [name: file_read_access_map, fd: 396, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 1] [name: tmp_sample_storage, fd: 397, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4160] [name: events_map, fd: 398, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: build_abs_path_args_map, fd: 399, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 400, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 402, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 403, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: monitored_files, fd: 401, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 1], eBPF links:
[2025-03-11 15:02:14.931148] [171420] [debug] Run eBPF test for 'file_read_kern.o', 'ebpf_file_read', test params: /opt/sentinelone/ebpfs/test_ebpf file_read --object=/opt/sentinelone/ebpfs/core/file_read_kern.o --missing-caps
[2025-03-11 15:02:14.932890] [171420] [debug] run_ebpf_test: pid 171514
[2025-03-11 15:02:14.932909] [171420] [debug] Excluding PID 171514
[2025-03-11 15:02:15.933669] [171420] [info] eBPF test for 'file_read_kern.o', 'ebpf_file_read' pass successfully
[2025-03-11 15:02:15.933718] [171420] [debug] Initializing event ebpf_file_read
[2025-03-11 15:02:15.933722] [171420] [debug] get_supported_ebpf_object: called for 'ebpf_file_read' type
[2025-03-11 15:02:15.933723] [171420] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_read
[2025-03-11 15:02:15.952417] [171420] [debug] Creating kprobe for 'security_mmap_file', using dynamic_pmu approach
[2025-03-11 15:02:15.963444] [171420] [debug] Creating kprobe for 'security_file_permission', using dynamic_pmu approach
[2025-03-11 15:02:15.975406] [171420] [debug] Creating kprobe for 'security_file_open', using dynamic_pmu approach
[2025-03-11 15:02:15.975410] [171420] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_file_read'
[2025-03-11 15:02:15.975435] [171420] [debug] adding sample handler for 50012
[2025-03-11 15:02:15.975440] [171420] [debug] sample handler for 50012 is already exist with 1 handlers
[2025-03-11 15:02:15.975442] [171420] [debug] sample handler for 50012 is already exist with 1 handlers
[2025-03-11 15:02:15.975450] [171420] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:02:15.976620] [171420] [debug] eBPF program fd 406 attached to perf fd 407
[2025-03-11 15:02:15.977486] [171420] [debug] eBPF program fd 405 attached to perf fd 408
[2025-03-11 15:02:15.978588] [171420] [debug] eBPF program fd 404 attached to perf fd 409
[2025-03-11 15:02:15.978596] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978603] [171420] [trace] Added event fd 407 to main fd 20 (CPU 0)
[2025-03-11 15:02:15.978619] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978623] [171420] [trace] Added event fd 408 to main fd 20 (CPU 0)
[2025-03-11 15:02:15.978625] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978630] [171420] [trace] Added event fd 409 to main fd 20 (CPU 0)
[2025-03-11 15:02:15.978648] [171420] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:02:15.978651] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_mmap_file_enter', creating a dummy fd
[2025-03-11 15:02:15.978653] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_file_permission_enter', creating a dummy fd
[2025-03-11 15:02:15.978659] [171420] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_file_open_enter', creating a dummy fd
[2025-03-11 15:02:15.978661] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978664] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978667] [171420] [trace] Adding event of type 50012
[2025-03-11 15:02:15.978671] [171420] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:02:15.978753] [171420] [info] file_read: monitor queue is initialized
[2025-03-11 15:02:15.978759] [171420] [debug] File read: finished to initialize file read monitor map
[2025-03-11 15:02:15.978767] [171420] [debug] file_read: registered
[2025-03-11 15:02:15.978787] [171420] [debug] finit_module origin is ebpf [perf hook: finit_module]
[2025-03-11 15:02:15.978793] [171420] [debug] memory_dump origin is ebpf [perf hook: memory_dump]
[2025-03-11 15:02:15.978796] [171420] [debug] disarm_kprobes origin is ebpf [perf hook: disarm_kprobes]
[2025-03-11 15:02:15.978801] [171420] [debug] file_create origin is ebpf [perf hook: file_create]
[2025-03-11 15:02:15.978805] [171420] [debug] tcp_accept origin is ebpf [perf hook: tcp_accept]
[2025-03-11 15:02:15.978807] [171420] [debug] file_move origin is ebpf [perf hook: file_move]
[2025-03-11 15:02:15.978810] [171420] [debug] tcp_connect origin is ebpf [perf hook: tcp_connect]
[2025-03-11 15:02:15.978813] [171420] [debug] dns origin is ebpf [perf hook: dns_udp]
[2025-03-11 15:02:15.978818] [171420] [debug] umount origin is ebpf [perf hook: umount]
[2025-03-11 15:02:15.978820] [171420] [debug] bash_set_signal origin is ebpf [perf hook: bash_set_signal]
[2025-03-11 15:02:15.978823] [171420] [debug] file_close_write origin is ebpf [perf hook: file_close_write]
[2025-03-11 15:02:15.978825] [171420] [debug] mount origin is ebpf [perf hook: mount]
[2025-03-11 15:02:15.978828] [171420] [debug] system_call_hook origin is ebpf [perf hook: system_call_hook]
[2025-03-11 15:02:15.978845] [171420] [debug] socket_filter_attachment origin is ebpf [perf hook: socket_filter_attachment]
[2025-03-11 15:02:15.978849] [171420] [debug] agent_kill_attempt origin is ebpf [perf hook: agent_kill_attempt]
[2025-03-11 15:02:15.978851] [171420] [debug] file_read origin is ebpf [perf hook: file_read]
[2025-03-11 15:02:15.978854] [171420] [debug] file_chmod origin is ebpf [perf hook: file_chmod]
[2025-03-11 15:02:15.978857] [171420] [debug] file_delete origin is ebpf [perf hook: file_delete]
[2025-03-11 15:02:15.978963] [171420] [debug] chroot origin is ebpf [perf hook: chroot]
[2025-03-11 15:02:15.978978] [171420] [debug] kernel_module_load origin is ebpf [perf hook: kernel_module_load]
[2025-03-11 15:02:15.978992] [171420] [debug] execv origin is ebpf [perf hook: process_exec]
[2025-03-11 15:02:15.979005] [171420] [debug] fork origin is ebpf [perf hook: fork_exit]
[2025-03-11 15:02:15.979019] [171420] [debug] exit origin is ebpf [perf hook: fork_exit]
[2025-03-11 15:02:15.979037] [171420] [debug] pivot_root origin is ebpf [perf hook: pivot_root]
[2025-03-11 15:02:15.979050] [171420] [debug] setns origin is ebpf [perf hook: setns]
[2025-03-11 15:02:15.979481] [171420] [debug] unshare origin is ebpf [perf hook: unshare]
[2025-03-11 15:02:15.979558] [171420] [debug] shell_command origin is ebpf [perf hook: bash_readline]
[2025-03-11 15:02:15.979574] [171420] [debug] shell_set_env origin is ebpf [perf hook: bash_bind_variable]
[2025-03-11 15:02:15.979590] [171420] [debug] shell_unset_env origin is ebpf [perf hook: bash_unbind_variable]
