[2025-03-11 15:00:34.381703] [171251] [debug] init_provider started
[2025-03-11 15:00:34.382058] [171251] [info] Found kernel with version 5.14.0-503
[2025-03-11 15:00:34.382077] [171251] [info] chdir_optimization_enabled config value: true
[2025-03-11 15:00:34.382091] [171251] [info] uprobes_enabled_backported_kernel config value: false
[2025-03-11 15:00:34.382189] [171251] [info] tcp_v6_accept kprobes config value: true
[2025-03-11 15:00:34.382226] [171251] [info] tcp_v6_connect kprobes config value: true
[2025-03-11 15:00:34.382260] [171251] [info] tcp_v4_accept ebpf config value: true
[2025-03-11 15:00:34.382311] [171251] [info] tcp_v4_connect ebpf config value: true
[2025-03-11 15:00:34.382344] [171251] [info] tcp_v6_accept ebpf config value: true
[2025-03-11 15:00:34.382377] [171251] [info] tcp_v6_connect ebpf config value: true
[2025-03-11 15:00:34.382392] [171251] [info] ebpf_allow_missing_caps config value: true
[2025-03-11 15:00:34.382412] [171251] [info] btf_num_candidates config value: 3
[2025-03-11 15:00:34.382463] [171251] [debug] cron monitor: [full path: /var/spool/cron/crontabs, host path: /var/spool/cron/crontabs, path: /var/spool/cron/crontabs] does not exist
[2025-03-11 15:00:34.382878] [171251] [info] cron monitor: initialized
[2025-03-11 15:00:34.382920] [171251] [trace] utmp entry: type=7, pid=1051007, line=pts/0, id=ts/0onecloud-admin, user=onecloud-admin, host=10.51.192.166, tv=(1725120195.511691)
[2025-03-11 15:01:02.345004] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_uprobe_bash_set_signal' type
[2025-03-11 15:01:02.345008] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_uprobe_bash_set_signal
[2025-03-11 15:01:02.345027] [171251] [debug] Setting ebpf probe for s1_50047__set_signal_123_enter - /usr/bin/bash:536240
[2025-03-11 15:01:02.345049] [171251] [debug] Creating uprobe for '/usr/bin/bash:536240', using dynamic_pmu approach
[2025-03-11 15:01:02.345052] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_uprobe_bash_set_signal'
[2025-03-11 15:01:02.345119] [171251] [debug] adding sample handler for 50047
[2025-03-11 15:01:02.345140] [171251] [info] open_event_hooks: ebpf_uprobe_bash_set_signal: 1 hooks
[2025-03-11 15:01:02.350824] [171251] [debug] eBPF program fd 364 attached to perf fd 367
[2025-03-11 15:01:02.350832] [171251] [trace] Adding event of type 50047
[2025-03-11 15:01:02.350841] [171251] [trace] Added event fd 367 to main fd 20 (CPU 0)
[2025-03-11 15:01:02.350883] [171251] [info] open_event_hooks: ebpf_uprobe_bash_set_signal: 1 hooks
[2025-03-11 15:01:02.350887] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50047__set_signal_123_enter', creating a dummy fd
[2025-03-11 15:01:02.350889] [171251] [trace] Adding event of type 50047
[2025-03-11 15:01:02.350932] [171251] [debug] container_uprobes: monitoring event ebpf_uprobe_bash_set_signal
[2025-03-11 15:01:02.350938] [171251] [debug] Initializing event socket_filter_attachment
[2025-03-11 15:01:02.350956] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:02.351038] [171251] [debug] available_versions: core
[2025-03-11 15:01:02.351042] [171251] [debug] init_ebpf_object: checking version 'core' for 'socket_filter_attachment' eBPF
[2025-03-11 15:01:02.381895] [171251] [debug] hook_ebpf: section name: kprobe/sk_attach_filter, tracefs hook name: s1_50049_sk_attach_filter_enter, ebpf_type: 50049, skip: false, event buffer type: perf
[2025-03-11 15:01:02.381932] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/socket_filter_attachment_kern.o, name: socket_filter_a, programs (1), maps (4). eBPF programs: [name: sk_cbpf_attachment_prog, section name: kprobe/sk_attach_filter, insns: 73, prog_type: kprobe, fd: 371], eBPF maps: [name: tmp_sample_storage, fd: 369, type: per_cpu, max_entries: 1, key_size: 4, value_size: 2056] [name: events_map, fd: 370, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 372, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 373, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:01:02.381947] [171251] [debug] Run eBPF test for 'socket_filter_attachment_kern.o', 'ebpf_socket_filter_attachment', test params: /opt/sentinelone/ebpfs/test_ebpf socket_filter_attachment --object=/opt/sentinelone/ebpfs/core/socket_filter_attachment_kern.o --missing-caps
[2025-03-11 15:01:02.383245] [171251] [debug] run_ebpf_test: pid 171345
[2025-03-11 15:01:02.383278] [171251] [debug] Excluding PID 171345
[2025-03-11 15:01:03.383993] [171251] [info] eBPF test for 'socket_filter_attachment_kern.o', 'ebpf_socket_filter_attachment' pass successfully
[2025-03-11 15:01:03.384032] [171251] [debug] Initializing event ebpf_socket_filter_attachment
[2025-03-11 15:01:03.384048] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_socket_filter_attachment' type
[2025-03-11 15:01:03.384051] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_socket_filter_attachment
[2025-03-11 15:01:03.406388] [171251] [debug] Creating kprobe for 'sk_attach_filter', using dynamic_pmu approach
[2025-03-11 15:01:03.406396] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_socket_filter_attachment'
[2025-03-11 15:01:03.406414] [171251] [debug] adding sample handler for 50049
[2025-03-11 15:01:03.406421] [171251] [info] open_event_hooks: ebpf_socket_filter_attachment: 1 hooks
[2025-03-11 15:01:03.414945] [171251] [debug] eBPF program fd 371 attached to perf fd 374
[2025-03-11 15:01:03.414957] [171251] [trace] Adding event of type 50049
[2025-03-11 15:01:03.414961] [171251] [trace] Added event fd 374 to main fd 20 (CPU 0)
[2025-03-11 15:01:03.414979] [171251] [info] open_event_hooks: ebpf_socket_filter_attachment: 1 hooks
[2025-03-11 15:01:03.414981] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50049_sk_attach_filter_enter', creating a dummy fd
[2025-03-11 15:01:03.414983] [171251] [trace] Adding event of type 50049
[2025-03-11 15:01:03.414999] [171251] [debug] Initializing event system_call_hook
[2025-03-11 15:01:03.415004] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:03.688135] [171251] [info] kallsyms_address_of: 'sys_call_table' matched 'ffffffffa78016a0 D sys_call_table' entry
[2025-03-11 15:01:03.688268] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:03.688273] [171251] [debug] init_ebpf_object: checking version 'core' for 'system_call_hook' eBPF
[2025-03-11 15:01:03.689667] [171251] [debug] hook_ebpf: section name: tracepoint/module/module_load, tracefs hook name: module_load, ebpf_type: 50048, skip: false, event buffer type: perf
[2025-03-11 15:01:03.689685] [171251] [debug] hook_ebpf: section name: tracepoint/initcall/initcall_finish, tracefs hook name: initcall_finish, ebpf_type: 50048, skip: false, event buffer type: perf
[2025-03-11 15:01:03.689714] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/syscall_hook_kern.o, name: syscall_hook_ke, programs (2), maps (6). eBPF programs: [name: module_load_tp_prog, section name: tracepoint/module/module_load, insns: 89, prog_type: tracepoint, fd: 380] [name: initcall_finish_prog, section name: tracepoint/initcall/initcall_finish, insns: 123, prog_type: tracepoint, fd: 383], eBPF maps: [name: model_name_map, fd: 376, type: per_cpu, max_entries: 1, key_size: 4, value_size: 72] [name: tmp_storage_map, fd: 377, type: per_cpu, max_entries: 1, key_size: 4, value_size: 68] [name: syscall_offset_map, fd: 378, type: hash, max_entries: 2, key_size: 4, value_size: 8] [name: events_map, fd: 379, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: s1_pex, fd: 381, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 382, type: hash, max_entries: 512, key_size: 4, value_size: 1], eBPF links:
[2025-03-11 15:01:03.689722] [171251] [info] Skipping eBPF test for 'syscall_hook_kern.o', 'ebpf_system_call_hook'
[2025-03-11 15:01:03.689730] [171251] [info] setting custom map: syscall_offset_map
[2025-03-11 15:01:03.689740] [171251] [debug] Initializing event ebpf_system_call_hook
[2025-03-11 15:01:03.689742] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_system_call_hook' type
[2025-03-11 15:01:03.689745] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_system_call_hook
[2025-03-11 15:01:03.689755] [171251] [info] perf_ebpf_object: initialized 2 hooks for type 'ebpf_system_call_hook'
[2025-03-11 15:01:03.689762] [171251] [debug] adding sample handler for 50048
[2025-03-11 15:01:03.689764] [171251] [debug] sample handler for 50048 is already exist with 1 handlers
[2025-03-11 15:01:03.689768] [171251] [info] open_event_hooks: ebpf_system_call_hook: 2 hooks
[2025-03-11 15:01:03.689786] [171251] [trace] raw id string: 20
[2025-03-11 15:01:03.690015] [171251] [debug] eBPF program fd 383 attached to perf fd 384
[2025-03-11 15:01:03.690029] [171251] [trace] raw id string: 366
[2025-03-11 15:01:03.690129] [171251] [debug] eBPF program fd 380 attached to perf fd 385
[2025-03-11 15:01:03.690133] [171251] [trace] Adding event of type 50048
[2025-03-11 15:01:03.690137] [171251] [trace] Added event fd 384 to main fd 20 (CPU 0)
[2025-03-11 15:01:03.690141] [171251] [trace] Adding event of type 50048
[2025-03-11 15:01:03.690145] [171251] [trace] Added event fd 385 to main fd 20 (CPU 0)
[2025-03-11 15:01:03.690152] [171251] [info] open_event_hooks: ebpf_system_call_hook: 2 hooks
[2025-03-11 15:01:03.690154] [171251] [debug] hook_ebpf: handling cpu id 1 for 'initcall_finish', creating a dummy fd
[2025-03-11 15:01:03.690156] [171251] [debug] hook_ebpf: handling cpu id 1 for 'module_load', creating a dummy fd
[2025-03-11 15:01:03.690162] [171251] [trace] Adding event of type 50048
[2025-03-11 15:01:03.690163] [171251] [trace] Adding event of type 50048
[2025-03-11 15:01:03.690176] [171251] [debug] Initializing event agent_kill_attempt
[2025-03-11 15:01:03.690182] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:03.690242] [171251] [debug] available_versions: core
[2025-03-11 15:01:03.690246] [171251] [debug] init_ebpf_object: checking version 'core' for 'agent_kill_attempt_lsm' eBPF
[2025-03-11 15:01:03.723623] [171251] [debug] hook_ebpf: section name: lsm/task_kill, tracefs hook name: task_kill, ebpf_type: 50046, skip: false, event buffer type: bpf_ringbuf
[2025-03-11 15:01:03.723659] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/agent_kill_attempt_lsm_kern.o, name: agent_kill_atte, programs (1), maps (5). eBPF programs: [name: task_kill_prog, section name: lsm/task_kill, insns: 219, prog_type: lsm, fd: 392], eBPF maps: [name: s1_pex, fd: 388, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 389, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: agent_pids, fd: 387, type: lru_hash, max_entries: 64, key_size: 4, value_size: 1] [name: allowed_exes, fd: 390, type: lru_hash, max_entries: 64, key_size: 8, value_size: 1] [name: s1_erb, fd: 391, type: ringbuf, max_entries: 16384, key_size: 0, value_size: 0], eBPF links:
[2025-03-11 15:01:03.723673] [171251] [debug] Run eBPF test for 'agent_kill_attempt_lsm_kern.o', 'ebpf_agent_kill_attempt', test params: /opt/sentinelone/ebpfs/test_ebpf agent_kill_attempt --object=/opt/sentinelone/ebpfs/core/agent_kill_attempt_lsm_kern.o --missing-caps
[2025-03-11 15:01:03.725354] [171251] [debug] run_ebpf_test: pid 171347
[2025-03-11 15:01:03.725377] [171251] [debug] Excluding PID 171347
[2025-03-11 15:01:04.726166] [171251] [info] eBPF test for 'agent_kill_attempt_lsm_kern.o', 'ebpf_agent_kill_attempt' pass successfully
[2025-03-11 15:01:04.726377] [171251] [debug] Initializing event ebpf_agent_kill_attempt
[2025-03-11 15:01:04.726380] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_agent_kill_attempt' type
[2025-03-11 15:01:04.726383] [171251] [debug] Trying to create BPF events ringbuf map sized 16384
[2025-03-11 15:01:04.726427] [171251] [info] Using BPF events ringbuf map sized 16384
[2025-03-11 15:01:04.726430] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_agent_kill_attempt
[2025-03-11 15:01:04.726435] [171251] [info] perf_ebpf_object: initialized 1 hooks for type 'ebpf_agent_kill_attempt'
[2025-03-11 15:01:04.726484] [171251] [debug] adding sample handler for 50046
[2025-03-11 15:01:04.726491] [171251] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:01:04.726495] [171251] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:01:04.726497] [171251] [info] open_event_hooks: ebpf_agent_kill_attempt: 1 hooks
[2025-03-11 15:01:04.728372] [171251] [trace] Adding event of type 50046
[2025-03-11 15:01:04.728478] [171251] [info] Added /opt/sentinelone/bin/sentinelone-agent to executables allowed to kill agent processes
[2025-03-11 15:01:04.728484] [171251] [info] Added /opt/sentinelone/bin/sentinelctl to executables allowed to kill agent processes
[2025-03-11 15:01:04.728493] [171251] [info] Added /opt/sentinelone/bin/sentinelone-watchdog to executables allowed to kill agent processes
[2025-03-11 15:01:04.728538] [171251] [debug] Registering file read event
[2025-03-11 15:01:04.728620] [171251] [debug] Initializing event file_read
[2025-03-11 15:01:04.728627] [171251] [info] libbpf s1 constant 'dynamic_sample_enabled' set to 'enabled'
[2025-03-11 15:01:04.728716] [171251] [debug] available_versions: core,5.11.0-16
[2025-03-11 15:01:04.728726] [171251] [debug] init_ebpf_object: checking version 'core' for 'file_read' eBPF
[2025-03-11 15:01:04.784972] [171251] [debug] hook_ebpf: section name: kprobe/security_file_open, tracefs hook name: s1_50012_security_file_open_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:01:04.791067] [171251] [debug] hook_ebpf: section name: kprobe/security_file_permission, tracefs hook name: s1_50012_security_file_permission_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:01:04.794846] [171251] [debug] hook_ebpf: section name: kprobe/security_mmap_file, tracefs hook name: s1_50012_security_mmap_file_enter, ebpf_type: 50012, skip: false, event buffer type: perf
[2025-03-11 15:01:04.794893] [171251] [info] loaded eBPF object: path: /opt/sentinelone/ebpfs/core/file_read_kern.o, name: file_read_kern, programs (3), maps (8). eBPF programs: [name: security_file_open_prog, section name: kprobe/security_file_open, insns: 97, prog_type: kprobe, fd: 404] [name: file_permission_prog, section name: kprobe/security_file_permission, insns: 1995, prog_type: kprobe, fd: 405] [name: mmap_file_prog, section name: kprobe/security_mmap_file, insns: 1996, prog_type: kprobe, fd: 406], eBPF maps: [name: file_read_access_map, fd: 396, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 1] [name: tmp_sample_storage, fd: 397, type: per_cpu, max_entries: 1, key_size: 4, value_size: 4160] [name: events_map, fd: 398, type: perf_event, max_entries: 2048, key_size: 4, value_size: 4] [name: build_abs_path_args_map, fd: 399, type: lru_hash, max_entries: 2048, key_size: 8, value_size: 48] [name: build_abs_path_prog_array, fd: 400, type: prog_array, max_entries: 16, key_size: 4, value_size: 4] [name: s1_pex, fd: 402, type: hash, max_entries: 4194304, key_size: 4, value_size: 1] [name: s1_mex, fd: 403, type: hash, max_entries: 512, key_size: 4, value_size: 1] [name: monitored_files, fd: 401, type: lru_hash, max_entries: 8192, key_size: 8, value_size: 1], eBPF links:
[2025-03-11 15:01:04.794917] [171251] [debug] Run eBPF test for 'file_read_kern.o', 'ebpf_file_read', test params: /opt/sentinelone/ebpfs/test_ebpf file_read --object=/opt/sentinelone/ebpfs/core/file_read_kern.o --missing-caps
[2025-03-11 15:01:04.796720] [171251] [debug] run_ebpf_test: pid 171350
[2025-03-11 15:01:04.796751] [171251] [debug] Excluding PID 171350
[2025-03-11 15:01:05.797477] [171251] [info] eBPF test for 'file_read_kern.o', 'ebpf_file_read' pass successfully
[2025-03-11 15:01:05.797522] [171251] [debug] Initializing event ebpf_file_read
[2025-03-11 15:01:05.797525] [171251] [debug] get_supported_ebpf_object: called for 'ebpf_file_read' type
[2025-03-11 15:01:05.797527] [171251] [debug] perf_ebpf_object::init_hooks: called for ebpf_file_read
[2025-03-11 15:01:05.811377] [171251] [debug] Creating kprobe for 'security_mmap_file', using dynamic_pmu approach
[2025-03-11 15:01:05.823385] [171251] [debug] Creating kprobe for 'security_file_permission', using dynamic_pmu approach
[2025-03-11 15:01:05.835387] [171251] [debug] Creating kprobe for 'security_file_open', using dynamic_pmu approach
[2025-03-11 15:01:05.835392] [171251] [info] perf_ebpf_object: initialized 3 hooks for type 'ebpf_file_read'
[2025-03-11 15:01:05.835421] [171251] [debug] adding sample handler for 50012
[2025-03-11 15:01:05.835427] [171251] [debug] sample handler for 50012 is already exist with 1 handlers
[2025-03-11 15:01:05.835431] [171251] [debug] sample handler for 50012 is already exist with 1 handlers
[2025-03-11 15:01:05.835443] [171251] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:01:05.836167] [171251] [debug] eBPF program fd 406 attached to perf fd 407
[2025-03-11 15:01:05.836610] [171251] [debug] eBPF program fd 405 attached to perf fd 408
[2025-03-11 15:01:05.837362] [171251] [debug] eBPF program fd 404 attached to perf fd 409
[2025-03-11 15:01:05.837398] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837419] [171251] [trace] Added event fd 407 to main fd 20 (CPU 0)
[2025-03-11 15:01:05.837438] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837446] [171251] [trace] Added event fd 408 to main fd 20 (CPU 0)
[2025-03-11 15:01:05.837447] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837451] [171251] [trace] Added event fd 409 to main fd 20 (CPU 0)
[2025-03-11 15:01:05.837463] [171251] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:01:05.837467] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_mmap_file_enter', creating a dummy fd
[2025-03-11 15:01:05.837471] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_file_permission_enter', creating a dummy fd
[2025-03-11 15:01:05.837477] [171251] [debug] hook_ebpf: handling cpu id 1 for 's1_50012_security_file_open_enter', creating a dummy fd
[2025-03-11 15:01:05.837481] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837483] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837488] [171251] [trace] Adding event of type 50012
[2025-03-11 15:01:05.837492] [171251] [info] open_event_hooks: ebpf_file_read: 3 hooks
[2025-03-11 15:01:05.837567] [171251] [info] file_read: monitor queue is initialized
[2025-03-11 15:01:05.837574] [171251] [debug] File read: finished to initialize file read monitor map
[2025-03-11 15:01:05.837583] [171251] [debug] file_read: registered
[2025-03-11 15:01:05.837603] [171251] [debug] finit_module origin is ebpf [perf hook: finit_module]
[2025-03-11 15:01:05.837609] [171251] [debug] memory_dump origin is ebpf [perf hook: memory_dump]
[2025-03-11 15:01:05.837612] [171251] [debug] disarm_kprobes origin is ebpf [perf hook: disarm_kprobes]
[2025-03-11 15:01:05.837617] [171251] [debug] file_create origin is ebpf [perf hook: file_create]
[2025-03-11 15:01:05.837620] [171251] [debug] tcp_accept origin is ebpf [perf hook: tcp_accept]
[2025-03-11 15:01:05.837624] [171251] [debug] file_move origin is ebpf [perf hook: file_move]
[2025-03-11 15:01:05.837626] [171251] [debug] tcp_connect origin is ebpf [perf hook: tcp_connect]
[2025-03-11 15:01:05.837629] [171251] [debug] dns origin is ebpf [perf hook: dns_udp]
[2025-03-11 15:01:05.837635] [171251] [debug] umount origin is ebpf [perf hook: umount]
[2025-03-11 15:01:05.837638] [171251] [debug] bash_set_signal origin is ebpf [perf hook: bash_set_signal]
[2025-03-11 15:01:05.837641] [171251] [debug] file_close_write origin is ebpf [perf hook: file_close_write]
[2025-03-11 15:01:05.837644] [171251] [debug] mount origin is ebpf [perf hook: mount]
[2025-03-11 15:01:05.837648] [171251] [debug] system_call_hook origin is ebpf [perf hook: system_call_hook]
[2025-03-11 15:01:05.837652] [171251] [debug] socket_filter_attachment origin is ebpf [perf hook: socket_filter_attachment]
[2025-03-11 15:01:05.837655] [171251] [debug] agent_kill_attempt origin is ebpf [perf hook: agent_kill_attempt]
[2025-03-11 15:01:05.837658] [171251] [debug] file_read origin is ebpf [perf hook: file_read]
[2025-03-11 15:01:05.837661] [171251] [debug] file_chmod origin is ebpf [perf hook: file_chmod]
[2025-03-11 15:01:05.837663] [171251] [debug] file_delete origin is ebpf [perf hook: file_delete]
[2025-03-11 15:01:05.837668] [171251] [debug] chroot origin is ebpf [perf hook: chroot]
[2025-03-11 15:01:05.837671] [171251] [debug] kernel_module_load origin is ebpf [perf hook: kernel_module_load]
[2025-03-11 15:01:05.837674] [171251] [debug] execv origin is ebpf [perf hook: process_exec]
[2025-03-11 15:01:05.837677] [171251] [debug] fork origin is ebpf [perf hook: fork_exit]
[2025-03-11 15:01:05.837679] [171251] [debug] exit origin is ebpf [perf hook: fork_exit]
[2025-03-11 15:01:05.837683] [171251] [debug] pivot_root origin is ebpf [perf hook: pivot_root]
[2025-03-11 15:01:05.837686] [171251] [debug] setns origin is ebpf [perf hook: setns]
[2025-03-11 15:01:05.837689] [171251] [debug] unshare origin is ebpf [perf hook: unshare]
[2025-03-11 15:01:05.837692] [171251] [debug] shell_command origin is ebpf [perf hook: bash_readline]
[2025-03-11 15:01:05.837695] [171251] [debug] shell_set_env origin is ebpf [perf hook: bash_bind_variable]
[2025-03-11 15:01:05.837698] [171251] [debug] shell_unset_env origin is ebpf [perf hook: bash_unbind_variable]
[2025-03-11 15:01:05.837701] [171251] [debug] python_exec origin is ebpf [perf hook: python_exec]
[2025-03-11 15:01:05.837705] [171251] [debug] commit_creds_pe origin is ebpf [perf hook: commit_creds_pe]
[2025-03-11 15:01:05.837708] [171251] [debug] pam_login origin is ebpf [perf hook: pam_login]
[2025-03-11 15:01:05.837710] [171251] [debug] software_packing origin is ebpf [perf hook: software_packing]
[2025-03-11 15:01:05.837718] [171251] [info] no need to track cwd, chdir/fchdir optimization is on
[2025-03-11 15:01:05.837727] [171251] [info] perf_manager: eBPF telemetry event ebpf_path_truncated_telemetry added successfully
[2025-03-11 15:01:05.837731] [171251] [debug] Enabling perf file -1 for event ebpf_path_truncated_telemetry
[2025-03-11 15:01:05.837734] [171251] [debug] Enabling perf file 407 for event ebpf_file_read
[2025-03-11 15:01:05.837743] [171251] [debug] Enabling perf file 408 for event ebpf_file_read
[2025-03-11 15:01:05.837751] [171251] [debug] Enabling perf file 409 for event ebpf_file_read
[2025-03-11 15:01:05.837758] [171251] [debug] Enabling perf file 384 for event ebpf_system_call_hook
[2025-03-11 15:01:05.837766] [171251] [debug] Enabling perf file 385 for event ebpf_system_call_hook
[2025-03-11 15:01:05.837773] [171251] [debug] Enabling perf file 374 for event ebpf_socket_filter_attachment
[2025-03-11 15:01:05.837780] [171251] [debug] Enabling perf file 367 for event ebpf_uprobe_bash_set_signal
[2025-03-11 15:01:05.837790] [171251] [debug] Enabling perf file 212 for event ebpf_file_close_write
[2025-03-11 15:01:05.837797] [171251] [debug] Enabling perf file 213 for event ebpf_file_close_write
[2025-03-11 15:01:05.837805] [171251] [debug] Enabling perf file 214 for event ebpf_file_close_write
[2025-03-11 15:01:05.837814] [171251] [debug] Enabling perf file 215 for event ebpf_file_close_write
[2025-03-11 15:01:05.837821] [171251] [debug] Enabling perf file 216 for event ebpf_file_close_write
[2025-03-11 15:01:05.837831] [171251] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:01:05.837833] [171251] [debug] Enabling perf file -1 for event ebpf_dns
[2025-03-11 15:01:05.837836] [171251] [debug] Enabling perf file 181 for event ebpf_tcp_accept
[2025-03-11 15:01:05.837844] [171251] [debug] Enabling perf file 182 for event ebpf_tcp_accept
[2025-03-11 15:01:05.837851] [171251] [debug] Enabling perf file 183 for event ebpf_tcp_accept
[2025-03-11 15:01:05.837862] [171251] [debug] Enabling perf file 191 for event ebpf_tcp_connect
[2025-03-11 15:01:05.837869] [171251] [debug] Enabling perf file 240 for event ebpf_mount
[2025-03-11 15:01:05.837876] [171251] [debug] Enabling perf file 241 for event ebpf_mount
[2025-03-11 15:01:05.837884] [171251] [debug] Enabling perf file 152 for event ebpf_file_chmod
[2025-03-11 15:01:05.837891] [171251] [debug] Enabling perf file 33 for event ebpf_fork_exit
[2025-03-11 15:01:05.837901] [171251] [debug] Enabling perf file 35 for event ebpf_fork_exit
[2025-03-11 15:01:05.837909] [171251] [debug] Enabling perf file 133 for event ebpf_file_rename
[2025-03-11 15:01:05.837918] [171251] [debug] Enabling perf file 335 for event ebpf_disarm_kprobes
[2025-03-11 15:01:05.837932] [171251] [debug] Enabling perf file 129 for event ebpf_file_delete
[2025-03-11 15:01:05.837941] [171251] [debug] Enabling perf file 272 for event ebpf_uprobe_bash_unbind_variable
[2025-03-11 15:01:05.837950] [171251] [debug] Enabling perf file 86 for event ebpf_file_create
[2025-03-11 15:01:05.837959] [171251] [debug] Enabling perf file 62 for event ebpf_execv
[2025-03-11 15:01:05.837995] [171251] [debug] Enabling perf file 63 for event ebpf_execv
[2025-03-11 15:01:05.838015] [171251] [debug] Enabling perf file 64 for event ebpf_execv
[2025-03-11 15:01:05.838035] [171251] [debug] Enabling perf file 65 for event ebpf_execv
[2025-03-11 15:01:05.838073] [171251] [debug] Enabling perf file 66 for event ebpf_execv
[2025-03-11 15:01:05.838113] [171251] [debug] Enabling perf file 68 for event ebpf_execv
[2025-03-11 15:01:05.838135] [171251] [debug] Enabling perf file 342 for event ebpf_memory_dump
[2025-03-11 15:01:05.838144] [171251] [debug] Enabling perf file 165 for event ebpf_dns
[2025-03-11 15:01:05.838152] [171251] [debug] Enabling perf file 166 for event ebpf_dns
[2025-03-11 15:01:05.838161] [171251] [debug] Enabling perf file 130 for event ebpf_files_helper
[2025-03-11 15:01:05.838169] [171251] [debug] Enabling perf file 131 for event ebpf_files_helper
[2025-03-11 15:01:05.838176] [171251] [debug] Enabling perf file 132 for event ebpf_files_helper
[2025-03-11 15:01:05.838183] [171251] [debug] Enabling perf file 41 for event ebpf_kernel_module_load
[2025-03-11 15:01:05.838194] [171251] [debug] Enabling perf file 242 for event ebpf_umount
[2025-03-11 15:01:05.838203] [171251] [debug] Enabling perf file 243 for event ebpf_umount
[2025-03-11 15:01:05.838212] [171251] [debug] Enabling perf file 325 for event ebpf_software_packing
[2025-03-11 15:01:05.838219] [171251] [debug] Enabling perf file 326 for event ebpf_software_packing
[2025-03-11 15:01:05.838226] [171251] [debug] Enabling perf file 327 for event ebpf_software_packing
[2025-03-11 15:01:05.838233] [171251] [debug] Enabling perf file 328 for event ebpf_software_packing
[2025-03-11 15:01:05.838242] [171251] [debug] Enabling perf file 244 for event ebpf_pivot_root
[2025-03-11 15:01:05.838250] [171251] [debug] Enabling perf file 245 for event ebpf_pivot_root
[2025-03-11 15:01:05.838258] [171251] [debug] Enabling perf file 153 for event ebpf_file_chmod_helper
[2025-03-11 15:01:05.838264] [171251] [debug] Enabling perf file 154 for event ebpf_file_chmod_helper
[2025-03-11 15:01:05.838272] [171251] [debug] Enabling perf file 155 for event ebpf_file_chmod_helper
[2025-03-11 15:01:05.838282] [171251] [debug] Enabling perf file 257 for event ebpf_uprobe_bash_readline
[2025-03-11 15:01:05.838308] [171251] [debug] Enabling perf file 258 for event ebpf_uprobe_bash_readline
[2025-03-11 15:01:05.838315] [171251] [debug] Enabling perf file 246 for event ebpf_setns
[2025-03-11 15:01:05.838323] [171251] [debug] Enabling perf file 265 for event ebpf_uprobe_bash_bind_variable
[2025-03-11 15:01:05.838331] [171251] [debug] Enabling perf file 247 for event ebpf_unshare
